"product","category","brand","description","cost_price","sale_price","image_url","date","country","customer_type","discount_band","discount","units_sold","revenue","total_cost","month","month_name","year","discount_revenue"
"MV7","Dynamic Microphone","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","174.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2023-08-01","Germany","Enterprise"," High ",17,28,"5572.00","4872.00","8","August","2023","4625"
"MV7","Dynamic Microphone","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","174.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2023-08-01","France","Enterprise"," High ",17,12,"2388.00","2088.00","8","August","2023","1982"
"Arctis 7P+","Wireless Gaming Headset","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","104.00","149.00","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2023-08-01","France","Creator"," High ",17,25,"3725.00","2600.00","8","August","2023","3092"
"QuadCast S","Streaming Microphone","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","97.00","139.00","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2023-08-01","United States of America","Small Business"," High ",17,25,"3475.00","2425.00","8","August","2023","2884"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-08-01","France","Government"," High ",17,27,"4563.00","3186.00","8","August","2023","3787"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-08-01","Mexico","Education"," High ",17,20,"3380.00","2360.00","8","August","2023","2805"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-08-01","Canada","Government"," High ",17,24,"4056.00","2832.00","8","August","2023","3366"
"Arctis 7P+","Wireless Gaming Headset","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","104.00","149.00","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2023-08-01","Germany","Creator"," High ",17,26,"3874.00","2704.00","8","August","2023","3215"
"QuadCast S","Streaming Microphone","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","97.00","139.00","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2023-08-01","United States of America","Government"," High ",17,28,"3892.00","2716.00","8","August","2023","3230"
"Arctis 7P+","Wireless Gaming Headset","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","104.00","149.00","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2022-12-01","Germany","Creator"," High ",20,18,"2682.00","1872.00","12","December","2022","2146"
"QuadCast S","Streaming Microphone","HyperX","A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.","97.00","139.00","https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif","2023-12-01","Mexico","Government"," High ",20,12,"1668.00","1164.00","12","December","2023","1334"
"Scarlett 2i2","Audio Interface","Focusrite","A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.","118.00","169.00","https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png","2023-12-01","Mexico","Government"," High ",20,12,"2028.00","1416.00","12","December","2023","1622"
"Arctis 7P+","Wireless Gaming Headset","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","104.00","149.00","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2023-12-01","Mexico","Education"," High ",20,22,"3278.00","2288.00","12","December","2023","2622"
"NT1-A","Condenser Microphone","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","160.00","229.00","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2023-12-01","Mexico","Education"," High ",20,22,"5038.00","3520.00","12","December","2023","4030"
"Arctis 7P+","Wireless Gaming Headset","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","104.00","149.00","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2022-12-01","United States of America","Creator"," High ",20,20,"2980.00","2080.00","12","December","2022","2384"
"MV7","Dynamic Microphone","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","174.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2022-12-01","Mexico","Enterprise"," High ",20,28,"5572.00","4872.00","12","December","2022","4458"
"Arctis 7P+","Wireless Gaming Headset","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","104.00","149.00","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2023-12-01","France","Small Business"," High ",20,9,"1341.00","936.00","12","December","2023","1073"
"Arctis 7P+","Wireless Gaming Headset","SteelSeries","A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.","104.00","149.00","https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png","2023-12-01","France","Education"," High ",20,21,"3129.00","2184.00","12","December","2023","2503"
"MV7","Dynamic Microphone","Shure","A versatile USB/XLR dynamic microphone ideal for podcasting, streaming, and vocal recording. It features built-in DSP for sound customization and excellent voice isolation, inspired by the legendary SM7B microphone.","174.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/m7_gif.gif","2022-12-01","France","Enterprise"," High ",20,15,"2985.00","2610.00","12","December","2022","2388"
"AudioBox USB 96 Studio","Recording Bundle","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","90.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2023-12-01","France","Small Business"," High ",20,9,"1791.00","810.00","12","December","2023","1433"
"NT1-A","Condenser Microphone","Rode","A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.","160.00","229.00","https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png","2023-12-01","France","Education"," High ",20,21,"4809.00","3360.00","12","December","2023","3847"
"AudioBox USB 96 Studio","Recording Bundle","PreSonus","A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.","90.00","199.00","https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png","2022-12-01","Canada","Enterprise"," High ",20,19,"3781.00","1710.00","12","December","2022","3025"
